"",Symbol,Date,Year,Low,High,Open,Close,Volume
0,SRTRANSFIN,2019-07-29,2019,962.55,990.00,980.80,967.45,1417626
1,SRTRANSFIN,2019-07-30,2019,964.10,982.40,967.50,969.00,1468107
2,SRTRANSFIN,2019-07-31,2019,959.00,975.45,967.85,969.25,1528948
3,SRTRANSFIN,2019-08-01,2019,963.30,984.70,969.00,967.35,1274941
4,SRTRANSFIN,2019-08-02,2019,960.00,981.90,971.90,978.45,1315470
5,SRTRANSFIN,2019-08-05,2019,946.20,981.90,969.65,970.55,1716848
6,SRTRANSFIN,2019-08-06,2019,966.50,991.55,968.80,983.20,1139998
7,SRTRANSFIN,2019-08-07,2019,983.50,1008.00,983.50,997.85,1379243
8,SRTRANSFIN,2019-08-08,2019,992.55,1014.90,1000.00,1002.55,1048216
9,SRTRANSFIN,2019-08-09,2019,1008.40,1065.00,1009.95,1042.15,1567489
10,SRTRANSFIN,2019-08-13,2019,980.05,1048.85,1038.95,987.55,1073790
11,SRTRANSFIN,2019-08-14,2019,995.05,1053.95,999.00,1041.55,2186378
12,SRTRANSFIN,2019-08-16,2019,1019.70,1063.20,1040.00,1032.15,1104085
13,SRTRANSFIN,2019-08-19,2019,1029.35,1059.60,1040.00,1040.20,1056137
14,SRTRANSFIN,2019-08-20,2019,1020.65,1052.15,1045.60,1029.15,925265
15,SRTRANSFIN,2019-08-21,2019,1003.25,1037.45,1030.00,1011.85,668448
16,SRTRANSFIN,2019-08-22,2019,981.35,1009.20,1009.20,986.55,759339
17,SRTRANSFIN,2019-08-23,2019,955.70,1015.00,982.40,1010.35,1966224
18,SRTRANSFIN,2019-08-26,2019,1013.00,1064.40,1035.05,1019.65,2144248
19,SRTRANSFIN,2019-08-27,2019,1008.50,1033.50,1030.00,1019.60,1409979
20,SRTRANSFIN,2019-08-28,2019,980.10,1032.50,1028.40,991.65,1093311
21,SRTRANSFIN,2019-08-29,2019,960.00,987.35,980.00,967.15,1126422
22,SRTRANSFIN,2019-08-30,2019,942.50,981.00,973.00,966.15,1851772
23,SRTRANSFIN,2019-09-03,2019,935.80,975.80,950.00,962.85,1391404
24,SRTRANSFIN,2019-09-04,2019,946.00,987.35,962.00,984.55,1235350
25,SRTRANSFIN,2019-09-05,2019,973.10,999.65,986.85,980.05,991302
26,SRTRANSFIN,2019-09-06,2019,977.60,998.10,982.10,994.90,640061
27,SRTRANSFIN,2019-09-09,2019,985.25,1013.45,985.25,1009.20,1001880
28,SRTRANSFIN,2019-09-11,2019,1009.20,1037.15,1014.80,1034.25,1104303
29,SRTRANSFIN,2019-09-12,2019,1032.45,1059.95,1038.70,1037.90,1150156
30,SRTRANSFIN,2019-09-13,2019,1037.90,1057.20,1039.95,1052.30,803937
31,SRTRANSFIN,2019-09-16,2019,1038.55,1070.00,1040.10,1053.55,900551
32,SRTRANSFIN,2019-09-17,2019,1013.60,1064.80,1048.20,1022.05,657572
33,SRTRANSFIN,2019-09-18,2019,1023.10,1042.15,1034.80,1036.90,540241
34,SRTRANSFIN,2019-09-19,2019,1026.70,1045.00,1038.90,1035.75,975197
35,SRTRANSFIN,2019-09-20,2019,1014.10,1162.85,1044.10,1141.40,2192868
36,SRTRANSFIN,2019-09-23,2019,1140.85,1199.65,1146.00,1167.30,1536390
37,SRTRANSFIN,2019-09-24,2019,1131.00,1172.30,1153.00,1165.65,1160109
38,SRTRANSFIN,2019-09-25,2019,1100.50,1161.75,1150.50,1114.75,1375869
39,SRTRANSFIN,2019-09-26,2019,1096.70,1132.50,1117.00,1102.25,1489914
40,SRTRANSFIN,2019-09-27,2019,1087.80,1117.40,1090.00,1095.00,1136758
41,SRTRANSFIN,2019-09-30,2019,1055.70,1104.00,1095.00,1071.00,1115345
42,SRTRANSFIN,2019-10-01,2019,1026.50,1091.15,1075.00,1045.15,1167059
43,SRTRANSFIN,2019-10-03,2019,1010.00,1058.95,1050.00,1032.25,794503
44,SRTRANSFIN,2019-10-04,2019,1013.00,1043.80,1038.70,1019.60,707596
45,SRTRANSFIN,2019-10-07,2019,1009.10,1075.45,1009.10,1061.95,1706823
46,SRTRANSFIN,2019-10-09,2019,1052.00,1140.00,1064.00,1123.55,1652542
47,SRTRANSFIN,2019-10-10,2019,1073.75,1116.00,1116.00,1081.90,797201
48,SRTRANSFIN,2019-10-11,2019,1055.55,1090.55,1088.65,1060.70,739980
49,SRTRANSFIN,2019-10-14,2019,1036.70,1073.30,1068.00,1044.65,626495
50,SRTRANSFIN,2019-10-15,2019,1028.00,1054.95,1044.65,1050.15,810382
51,SRTRANSFIN,2019-10-16,2019,1029.50,1062.60,1056.70,1039.55,790292
52,SRTRANSFIN,2019-10-17,2019,1021.60,1075.00,1039.00,1070.25,1173683
53,SRTRANSFIN,2019-10-17,2019,1021.60,1075.00,1039.00,1070.25,1173683
54,SRTRANSFIN,2019-10-18,2019,1058.10,1106.40,1062.10,1096.25,1053111
55,SRTRANSFIN,2019-10-22,2019,1080.10,1127.80,1085.55,1117.55,1325369
56,SRTRANSFIN,2019-10-23,2019,1065.80,1126.00,1120.00,1077.55,967006
57,SRTRANSFIN,2019-10-24,2019,1060.00,1093.75,1086.00,1070.80,872403
58,SRTRANSFIN,2019-10-25,2019,1065.40,1133.30,1075.00,1125.15,1362681
59,SRTRANSFIN,2019-10-27,2019,1104.00,1130.00,1130.00,1110.90,68918
60,SRTRANSFIN,2019-10-29,2019,1045.55,1158.00,1045.55,1148.60,1493267
61,SRTRANSFIN,2019-10-30,2019,1130.00,1189.50,1154.10,1155.30,1791810
62,SRTRANSFIN,2019-10-31,2019,1129.00,1167.00,1166.00,1138.65,1000754
63,SRTRANSFIN,2019-11-01,2019,1137.55,1164.90,1145.75,1144.10,761173
64,SRTRANSFIN,2019-11-04,2019,1133.00,1153.20,1145.00,1139.15,595573
65,SRTRANSFIN,2019-11-05,2019,1128.00,1152.20,1139.00,1139.20,528009
66,SRTRANSFIN,2019-11-06,2019,1130.00,1152.65,1137.15,1139.45,984275
67,SRTRANSFIN,2019-11-07,2019,1138.00,1181.55,1152.50,1152.45,1663203
68,SRTRANSFIN,2019-11-08,2019,1111.00,1162.50,1152.45,1116.35,878154
69,SRTRANSFIN,2019-11-11,2019,1112.20,1146.50,1114.70,1119.95,818559
70,SRTRANSFIN,2019-11-13,2019,1119.95,1151.95,1119.95,1131.55,1101927
71,SRTRANSFIN,2019-11-14,2019,1111.75,1141.65,1137.55,1137.25,874225
72,SRTRANSFIN,2019-11-15,2019,1123.25,1147.70,1136.00,1128.25,472909
73,SRTRANSFIN,2019-11-18,2019,1122.95,1136.90,1130.00,1126.35,610704
74,SRTRANSFIN,2019-11-19,2019,1117.90,1130.00,1125.60,1126.10,586375
75,SRTRANSFIN,2019-11-20,2019,1121.00,1138.45,1130.00,1126.50,395206
76,SRTRANSFIN,2019-11-21,2019,1120.05,1144.50,1133.50,1128.85,685740
77,SRTRANSFIN,2019-11-22,2019,1120.50,1146.85,1128.90,1141.20,464664
78,SRTRANSFIN,2019-11-25,2019,1134.45,1155.00,1144.95,1146.30,959996
79,SRTRANSFIN,2019-11-26,2019,1105.15,1154.00,1153.80,1115.40,1563768
80,SRTRANSFIN,2019-11-26,2019,1105.15,1154.00,1153.80,1115.40,1563768
81,SRTRANSFIN,2019-11-27,2019,1118.00,1148.15,1118.00,1136.50,964597
82,SRTRANSFIN,2019-11-28,2019,1128.80,1159.00,1137.90,1144.65,1348965
83,SRTRANSFIN,2019-11-29,2019,1115.50,1149.00,1140.95,1127.20,495859
84,SRTRANSFIN,2019-12-02,2019,1091.35,1130.30,1130.00,1097.40,760933
85,SRTRANSFIN,2019-12-03,2019,1075.45,1102.85,1095.00,1090.35,830532
86,SRTRANSFIN,2019-12-04,2019,1075.70,1109.00,1087.00,1089.10,453152
87,SRTRANSFIN,2019-12-05,2019,1087.30,1123.85,1089.10,1108.80,1108799
88,SRTRANSFIN,2019-12-06,2019,1069.00,1108.80,1108.20,1073.05,499872
89,SRTRANSFIN,2019-12-09,2019,1062.00,1105.00,1071.20,1093.40,668576
90,SRTRANSFIN,2019-12-10,2019,1068.55,1090.00,1083.00,1072.95,443662
91,SRTRANSFIN,2019-12-11,2019,1063.75,1086.10,1070.00,1077.90,618490
92,SRTRANSFIN,2019-12-12,2019,1082.00,1110.00,1084.45,1100.20,827596
93,SRTRANSFIN,2019-12-13,2019,1099.55,1119.70,1106.70,1105.20,877993
94,SRTRANSFIN,2019-12-16,2019,1097.30,1113.55,1103.00,1101.05,570019
95,SRTRANSFIN,2019-12-17,2019,1068.00,1109.00,1083.95,1092.85,1563187
96,SRTRANSFIN,2019-12-18,2019,1081.05,1126.70,1100.00,1113.60,835243
97,SRTRANSFIN,2019-12-19,2019,1113.20,1136.95,1113.60,1132.15,979856
98,SRTRANSFIN,2019-12-20,2019,1121.00,1189.50,1132.10,1182.10,1980512
99,SRTRANSFIN,2019-12-23,2019,1157.75,1183.85,1179.90,1162.65,778709
100,SRTRANSFIN,2019-12-24,2019,1147.50,1163.40,1159.00,1154.00,571334
101,SRTRANSFIN,2019-12-26,2019,1147.90,1167.60,1149.90,1156.15,526070
102,SRTRANSFIN,2019-12-27,2019,1152.95,1169.70,1163.30,1164.65,520751
103,SRTRANSFIN,2019-12-30,2019,1157.25,1176.00,1169.00,1162.80,427869
104,SRTRANSFIN,2019-12-31,2019,1154.10,1177.45,1159.85,1171.10,721700
105,SRTRANSFIN,2020-01-01,2020,1140.10,1177.45,1174.70,1142.45,428045
106,SRTRANSFIN,2020-01-02,2020,1145.00,1163.85,1145.00,1160.45,617425
107,SRTRANSFIN,2020-01-03,2020,1151.00,1167.00,1159.90,1159.90,458679
108,SRTRANSFIN,2020-01-06,2020,1112.20,1152.00,1151.20,1117.10,1093083
109,SRTRANSFIN,2020-01-07,2020,1112.90,1151.00,1121.55,1124.25,440393
110,SRTRANSFIN,2020-01-08,2020,1096.25,1133.95,1100.00,1130.30,484891
111,SRTRANSFIN,2020-01-09,2020,1122.10,1154.15,1139.10,1147.10,863249
112,SRTRANSFIN,2020-01-10,2020,1126.40,1154.45,1149.80,1130.85,631022
113,SRTRANSFIN,2020-01-13,2020,1125.20,1171.90,1136.00,1168.10,897159
114,SRTRANSFIN,2020-01-14,2020,1111.60,1213.40,1164.10,1132.40,2185367
115,SRTRANSFIN,2020-01-15,2020,1080.10,1128.00,1127.40,1098.85,1863138
116,SRTRANSFIN,2020-01-16,2020,1093.20,1112.50,1103.00,1099.15,689901
117,SRTRANSFIN,2020-01-17,2020,1084.65,1111.95,1099.50,1087.75,826315
118,SRTRANSFIN,2020-01-20,2020,1067.35,1113.80,1098.00,1073.40,1213442
119,SRTRANSFIN,2020-01-21,2020,1062.85,1103.80,1071.00,1089.40,1110266
120,SRTRANSFIN,2020-01-22,2020,1071.65,1096.20,1096.20,1075.05,466425
121,SRTRANSFIN,2020-01-23,2020,1075.50,1088.95,1081.75,1084.05,454641
122,SRTRANSFIN,2020-01-24,2020,1081.05,1103.00,1083.00,1083.90,432431
123,SRTRANSFIN,2020-01-27,2020,1071.35,1096.00,1077.00,1080.05,576272
124,SRTRANSFIN,2020-01-28,2020,1056.80,1099.90,1080.00,1079.85,1081391
125,SRTRANSFIN,2020-01-29,2020,1084.80,1121.00,1087.00,1107.25,1311778
126,SRTRANSFIN,2020-01-30,2020,1030.05,1108.35,1107.00,1043.65,1760242
127,SRTRANSFIN,2020-01-31,2020,1016.65,1054.95,1023.40,1020.55,1983266
128,SRTRANSFIN,2020-02-01,2020,980.00,1044.00,1026.90,987.65,597827
129,SRTRANSFIN,2020-02-03,2020,965.55,1005.00,990.00,987.95,1259468
130,SRTRANSFIN,2020-02-04,2020,1031.00,1114.95,1055.00,1049.50,6144054
131,SRTRANSFIN,2020-02-05,2020,1055.00,1140.00,1056.00,1132.95,4549939
132,SRTRANSFIN,2020-02-06,2020,1130.40,1234.50,1132.50,1218.75,6146461
133,SRTRANSFIN,2020-02-07,2020,1193.50,1229.00,1226.30,1223.10,1505197
134,SRTRANSFIN,2020-02-10,2020,1198.55,1226.90,1213.00,1206.90,941765
135,SRTRANSFIN,2020-02-11,2020,1205.20,1261.80,1214.40,1218.80,2266704
136,SRTRANSFIN,2020-02-12,2020,1215.25,1246.10,1218.00,1218.65,1742308
137,SRTRANSFIN,2020-02-13,2020,1213.05,1282.00,1235.00,1262.40,2418390
138,SRTRANSFIN,2020-02-14,2020,1259.05,1295.50,1270.25,1286.40,1682837
139,SRTRANSFIN,2020-02-14,2020,1259.05,1295.50,1270.25,1286.40,1682837
140,SRTRANSFIN,2020-02-17,2020,1270.55,1300.00,1289.00,1279.20,1034112
141,SRTRANSFIN,2020-02-18,2020,1245.35,1281.75,1277.00,1274.00,1027026
142,SRTRANSFIN,2020-02-19,2020,1265.55,1304.05,1270.05,1291.05,1266299
143,SRTRANSFIN,2020-02-19,2020,1265.55,1304.05,1270.05,1291.05,1266299
144,SRTRANSFIN,2020-02-19,2020,1265.55,1304.05,1270.05,1291.05,1266299
145,SRTRANSFIN,2020-02-19,2020,1265.55,1304.05,1270.05,1291.05,1266299
146,SRTRANSFIN,2020-02-19,2020,1265.55,1304.05,1270.05,1291.05,1266299
147,SRTRANSFIN,2020-02-20,2020,1277.00,1359.40,1281.00,1341.30,3319174
148,SRTRANSFIN,2020-02-24,2020,1314.25,1367.00,1340.00,1335.55,2270413
149,SRTRANSFIN,2020-02-25,2020,1310.00,1348.25,1339.95,1322.90,1886399
150,SRTRANSFIN,2020-02-26,2020,1268.05,1318.00,1314.90,1276.95,1815299
151,SRTRANSFIN,2020-02-27,2020,1241.05,1276.95,1276.95,1257.80,2269779
152,SRTRANSFIN,2020-02-28,2020,1166.90,1261.95,1215.00,1196.30,13302481
153,SRTRANSFIN,2020-03-02,2020,1225.00,1358.15,1225.00,1283.60,2613993
154,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
155,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
156,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
157,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
158,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
159,SRTRANSFIN,2020-03-03,2020,1251.00,1304.75,1285.75,1257.10,1656709
160,SRTRANSFIN,2020-03-04,2020,1126.70,1269.90,1269.90,1165.35,5194669
161,SRTRANSFIN,2020-03-04,2020,1126.70,1269.90,1269.90,1165.35,5194669
162,SRTRANSFIN,2020-03-04,2020,1126.70,1269.90,1269.90,1165.35,5194669
163,SRTRANSFIN,2020-03-04,2020,1126.70,1269.90,1269.90,1165.35,5194669
164,SRTRANSFIN,2020-03-04,2020,1126.70,1269.90,1269.90,1165.35,5194669
165,SRTRANSFIN,2020-03-05,2020,1127.35,1199.00,1177.00,1174.65,3595642
166,SRTRANSFIN,2020-03-06,2020,998.65,1129.00,1126.00,1105.30,3430832
167,SRTRANSFIN,2020-03-09,2020,977.05,1058.25,1047.00,987.65,3544596
168,SRTRANSFIN,2020-03-11,2020,951.30,1015.45,960.10,988.15,2795460
169,SRTRANSFIN,2020-03-12,2020,830.60,958.00,958.00,841.40,3084249
170,SRTRANSFIN,2020-03-13,2020,716.85,878.45,763.00,826.00,2748453
171,SRTRANSFIN,2020-03-16,2020,748.85,853.15,788.00,763.65,3081573
172,SRTRANSFIN,2020-03-17,2020,763.00,829.35,765.00,776.90,3440837
173,SRTRANSFIN,2020-03-18,2020,677.10,799.50,799.50,687.30,3406105
174,SRTRANSFIN,2020-03-19,2020,586.00,731.20,660.00,622.65,3648384
175,SRTRANSFIN,2020-03-20,2020,569.80,664.75,637.00,580.90,4242418
176,SRTRANSFIN,2020-03-23,2020,440.00,550.00,522.85,452.05,2208926
177,SRTRANSFIN,2020-03-24,2020,441.05,518.55,448.00,484.90,3570811
178,SRTRANSFIN,2020-03-25,2020,453.40,580.00,460.00,567.00,2622518
179,SRTRANSFIN,2020-03-25,2020,453.40,580.00,460.00,567.00,2622518
180,SRTRANSFIN,2020-03-26,2020,556.00,680.40,589.00,651.40,3716649
181,SRTRANSFIN,2020-03-27,2020,680.20,814.25,681.40,725.20,3927232
182,SRTRANSFIN,2020-03-30,2020,580.20,695.85,690.00,609.40,3645190
183,SRTRANSFIN,2020-03-31,2020,605.00,670.30,643.00,660.65,3775015
184,SRTRANSFIN,2020-04-01,2020,607.05,668.90,645.10,621.65,2838641
185,SRTRANSFIN,2020-04-03,2020,515.00,634.70,634.70,520.65,5220755
186,SRTRANSFIN,2020-04-07,2020,500.10,564.40,535.60,538.25,6773778
187,SRTRANSFIN,2020-04-08,2020,513.20,609.00,525.00,595.45,5213667
188,SRTRANSFIN,2020-04-09,2020,608.05,680.70,626.00,675.95,3406781
189,SRTRANSFIN,2020-04-13,2020,620.20,696.85,655.95,645.10,3088428
190,SRTRANSFIN,2020-04-15,2020,640.55,707.00,651.00,662.75,3312255
191,SRTRANSFIN,2020-04-16,2020,642.90,699.90,651.00,681.25,4413970
192,SRTRANSFIN,2020-04-17,2020,705.00,817.50,725.00,802.05,4459547
193,SRTRANSFIN,2020-04-20,2020,682.00,823.00,810.00,685.05,7597909
194,SRTRANSFIN,2020-04-21,2020,578.30,674.70,652.00,588.60,7399913
195,SRTRANSFIN,2020-04-22,2020,566.00,622.90,599.00,606.05,9173748
196,SRTRANSFIN,2020-04-23,2020,613.00,660.00,613.00,643.60,4908292
197,SRTRANSFIN,2020-04-24,2020,579.25,699.00,610.00,668.20,12862840
198,SRTRANSFIN,2020-04-27,2020,637.00,685.90,671.00,642.05,5905615
199,SRTRANSFIN,2020-04-28,2020,651.30,702.00,659.00,695.30,4804312
200,SRTRANSFIN,2020-04-29,2020,681.95,716.40,703.00,697.15,4769141
201,SRTRANSFIN,2020-04-30,2020,710.00,799.55,715.10,781.00,6777000
202,SRTRANSFIN,2020-05-04,2020,690.20,763.90,740.00,747.40,5837828
203,SRTRANSFIN,2020-05-04,2020,690.20,763.90,740.00,747.40,5837828
204,SRTRANSFIN,2020-05-05,2020,726.10,787.55,768.65,739.60,5098606
205,SRTRANSFIN,2020-05-06,2020,721.75,795.00,733.95,781.25,4975451
206,SRTRANSFIN,2020-05-07,2020,745.15,807.00,771.00,755.60,3933507
207,SRTRANSFIN,2020-05-08,2020,733.35,789.00,774.50,744.40,3034306
208,SRTRANSFIN,2020-05-11,2020,726.05,767.90,759.80,736.15,2682671
209,SRTRANSFIN,2020-05-12,2020,644.00,709.35,709.00,670.10,7482260
210,SRTRANSFIN,2020-05-13,2020,663.60,722.95,703.10,671.65,6014788
211,SRTRANSFIN,2020-05-14,2020,642.15,720.00,695.05,648.20,10127178
212,SRTRANSFIN,2020-05-15,2020,626.25,659.90,641.75,641.35,6366393
213,SRTRANSFIN,2020-05-18,2020,573.60,644.40,643.00,576.15,7038525
214,SRTRANSFIN,2020-05-19,2020,576.55,621.00,588.00,587.10,9139859
215,SRTRANSFIN,2020-05-20,2020,570.00,601.95,587.00,578.80,6194444
216,SRTRANSFIN,2020-05-21,2020,570.20,595.85,581.00,575.05,4571464
217,SRTRANSFIN,2020-05-22,2020,527.75,583.65,573.00,541.15,8729151
218,SRTRANSFIN,2020-05-26,2020,532.00,558.80,550.10,538.00,4200368
219,SRTRANSFIN,2020-05-27,2020,536.70,566.40,543.00,555.00,6954282
220,SRTRANSFIN,2020-05-28,2020,559.50,582.90,565.00,567.50,6997789
221,SRTRANSFIN,2020-05-29,2020,547.00,577.30,566.00,572.30,10278240
222,SRTRANSFIN,2020-06-01,2020,575.50,604.30,585.00,579.95,9288738
223,SRTRANSFIN,2020-06-02,2020,563.05,593.30,579.95,586.00,8552721
224,SRTRANSFIN,2020-06-03,2020,597.70,641.00,601.00,616.85,12647740
225,SRTRANSFIN,2020-06-04,2020,606.25,636.95,616.70,613.00,8466566
226,SRTRANSFIN,2020-06-05,2020,600.40,626.20,623.40,614.90,6669720
227,SRTRANSFIN,2020-06-08,2020,625.00,655.00,625.00,631.75,8341910
228,SRTRANSFIN,2020-06-09,2020,613.00,650.95,636.90,619.60,6592319
229,SRTRANSFIN,2020-06-10,2020,612.10,641.70,622.60,635.00,5741623
230,SRTRANSFIN,2020-06-11,2020,615.25,676.00,615.25,637.90,15362637
231,SRTRANSFIN,2020-06-12,2020,606.00,693.70,615.00,684.40,12250897
232,SRTRANSFIN,2020-06-15,2020,664.00,707.55,690.00,672.80,11356019
233,SRTRANSFIN,2020-06-16,2020,638.45,699.00,698.00,655.45,9649020
234,SRTRANSFIN,2020-06-17,2020,641.00,665.55,649.00,648.05,6280324
235,SRTRANSFIN,2020-06-18,2020,641.00,670.80,647.95,666.60,4044795
236,SRTRANSFIN,2020-06-19,2020,655.55,692.15,667.20,658.85,6826245
237,SRTRANSFIN,2020-06-22,2020,665.50,686.95,673.40,672.25,4451259
238,SRTRANSFIN,2020-06-23,2020,670.05,686.00,683.00,683.95,3451036
239,SRTRANSFIN,2020-06-24,2020,678.00,718.60,690.00,682.25,9187903
240,SRTRANSFIN,2020-06-25,2020,668.00,694.65,675.55,690.45,4051255
241,SRTRANSFIN,2020-06-26,2020,698.10,734.00,702.00,704.90,8976114
242,SRTRANSFIN,2020-06-29,2020,684.20,701.75,699.80,690.60,3781753
243,SRTRANSFIN,2020-06-30,2020,684.55,708.45,704.20,689.60,2851856
244,SRTRANSFIN,2020-07-01,2020,685.05,710.00,692.65,701.35,3733942
245,SRTRANSFIN,2020-07-02,2020,691.25,713.50,707.30,697.95,2583516
246,SRTRANSFIN,2020-07-03,2020,689.05,708.00,704.70,696.00,2763971
247,SRTRANSFIN,2020-07-06,2020,691.00,712.95,705.50,697.60,2593780
248,SRTRANSFIN,2020-07-07,2020,694.85,728.65,700.00,723.85,9365691
249,SRTRANSFIN,2020-07-08,2020,730.00,784.35,730.00,757.90,13620840
250,SRTRANSFIN,2020-07-09,2020,714.00,769.00,748.00,721.40,6184973
251,SRTRANSFIN,2020-07-10,2020,693.60,728.80,719.00,698.90,5021585
252,SRTRANSFIN,2020-07-13,2020,682.00,712.85,706.00,689.15,3960319
253,SRTRANSFIN,2020-07-14,2020,657.50,697.85,684.00,674.95,4580156
254,SRTRANSFIN,2020-07-15,2020,650.65,688.00,682.00,654.55,4029011
255,SRTRANSFIN,2020-07-16,2020,644.50,679.60,661.90,674.00,3686284
256,SRTRANSFIN,2020-07-17,2020,676.45,695.90,679.00,688.25,3169282
257,SRTRANSFIN,2020-07-20,2020,681.25,707.00,695.35,690.80,3060801
258,SRTRANSFIN,2020-07-21,2020,677.05,703.90,703.00,679.45,2378530
259,SRTRANSFIN,2020-07-22,2020,676.80,703.95,686.90,695.10,4571690
260,SRTRANSFIN,2020-07-23,2020,692.95,713.50,697.60,703.15,4035400
